,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
0,0.7852161785216178,0.21350018960940462,0.33571854502087056,0.30027932960893855,0.0815629742033384,0.1282816229116945,0.33472803347280333,0.09101251422070535,0.14311270125223613
