,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
0,0.6920415224913494,0.5555555555555556,0.6163328197226502,0.2743055555555556,0.2200557103064067,0.2442040185471407,0.3633217993079585,0.2916666666666667,0.3235747303543914
