,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
0,0.43137254901960786,0.6470588235294118,0.5176470588235293,0.12598425196850394,0.1893491124260355,0.15130023640661938,0.21568627450980393,0.3235294117647059,0.2588235294117647
