,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
0,0.7198211624441133,0.1831626848691695,0.29201934703748483,0.24328358208955222,0.0618361153262519,0.09860859044162129,0.33084947839046197,0.08418657565415244,0.13422007255139054
