,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
0,0.6022099447513812,0.6055555555555555,0.6038781163434903,0.22160664819944598,0.22284122562674094,0.2222222222222222,0.287292817679558,0.28888888888888886,0.28808864265927975
