,rouge1_precision,rouge1_recall,rouge1_fmeasure,rouge2_precision,rouge2_recall,rouge2_fmeasure,rougeL_precision,rougeL_recall,rougeL_fmeasure
0,0.44680851063829785,0.6176470588235294,0.5185185185185186,0.11965811965811966,0.16568047337278108,0.13895781637717122,0.2170212765957447,0.3,0.2518518518518518
